Label	GroupId	CoveredQueryTermNumberAnchor	CoveredQueryTermNumberTitle	CoveredQueryTermNumberUrl	CoveredQueryTermNumberWholeDocument	CoveredQueryTermNumberBody	CoveredQueryTermRatioAnchor	CoveredQueryTermRatioTitle	CoveredQueryTermRatioUrl	CoveredQueryTermRatioWholeDocument	CoveredQueryTermRatioBody	StreamLengthAnchor	StreamLengthTitle	StreamLengthUrl	StreamLengthWholeDocument	StreamLengthBody	IdfAnchor	IdfTitle	IdfUrl	IdfWholeDocument	IdfBody	SumTfAnchor	SumTfTitle	SumTfUrl	SumTfWholeDocument	SumTfBody	MinTfAnchor	MinTfTitle	MinTfUrl	MinTfWholeDocument	MinTfBody	MaxTfAnchor	MaxTfTitle	MaxTfUrl	MaxTfWholeDocument	MaxTfBody	MeanTfAnchor	MeanTfTitle	MeanTfUrl	MeanTfWholeDocument	MeanTfBody	VarianceTfAnchor	VarianceTfTitle	VarianceTfUrl	VarianceTfWholeDocument	VarianceTfBody	SumStreamLengthNormalizedTfAnchor	SumStreamLengthNormalizedTfTitle	SumStreamLengthNormalizedTfUrl	SumStreamLengthNormalizedTfWholeDocument	SumStreamLengthNormalizedTfBody	MinStreamLengthNormalizedTfAnchor	MinStreamLengthNormalizedTfTitle	MinStreamLengthNormalizedTfUrl	MinStreamLengthNormalizedTfWholeDocument	MinStreamLengthNormalizedTfBody	MaxStreamLengthNormalizedTfAnchor	MaxStreamLengthNormalizedTfTitle	MaxStreamLengthNormalizedTfUrl	MaxStreamLengthNormalizedTfWholeDocument	MaxStreamLengthNormalizedTfBody	MeanStreamLengthNormalizedTfAnchor	MeanStreamLengthNormalizedTfTitle	MeanStreamLengthNormalizedTfUrl	MeanStreamLengthNormalizedTfWholeDocument	MeanStreamLengthNormalizedTfBody	VarianceStreamLengthNormalizedTfAnchor	VarianceStreamLengthNormalizedTfTitle	VarianceStreamLengthNormalizedTfUrl	VarianceStreamLengthNormalizedTfWholeDocument	VarianceStreamLengthNormalizedTfBody	SumTfidfAnchor	SumTfidfTitle	SumTfidfUrl	SumTfidfWholeDocument	SumTfidfBody	MinTfidfAnchor	MinTfidfTitle	MinTfidfUrl	MinTfidfWholeDocument	MinTfidfBody	MaxTfidfAnchor	MaxTfidfTitle	MaxTfidfUrl	MaxTfidfWholeDocument	MaxTfidfBody	MeanTfidfAnchor	MeanTfidfTitle	MeanTfidfUrl	MeanTfidfWholeDocument	MeanTfidfBody	VarianceTfidfAnchor	VarianceTfidfTitle	VarianceTfidfUrl	VarianceTfidfWholeDocument	VarianceTfidfBody	BooleanModelAnchor	BooleanModelTitle	BooleanModelUrl	BooleanModelWholeDocument	BooleanModelBody	VectorSpaceModelAnchor	VectorSpaceModelTitle	VectorSpaceModelUrl	VectorSpaceModelWholeDocument	VectorSpaceModelBody	Bm25Anchor	Bm25Title	Bm25Url	Bm25WholeDocument	Bm25Body	LmirAbsAnchor	LmirAbsTitle	LmirAbsUrl	LmirAbsWholeDocument	LmirAbsBody	LmirDirAnchor	LmirDirTitle	LmirDirUrl	LmirDirWholeDocument	LmirDirBody	LmirJmAnchor	LmirJmTitle	LmirJmUrl	LmirJmWholeDocument	LmirJm	NumberSlashInUrl	LengthUrl	InlinkNumber	OutlinkNumber	PageRank	SiteRank	QualityScore	QualityScore2	QueryUrlClickCount	UrlClickCount	UrlDwellTime
0	16	7	0	1	0	7	1	0	0.142857	0	1	1176	4	8	8	1196	18.542189	50.99229	45.079776	48.199288	18.527701	156	0	1	0	157	4	0	0	0	4	50	0	1	0	50	22.285714	0	0.142857	0	22.428571	302.204082	0	0.122449	0	307.387755	0.132653	0	0.12500	0	0.131271	0.003401	0	0	0	0.003344	0.042517	0	0.12500	0	0.041806	0.01895	0	0.017857	0	0.018753	0.000219	0	0.001913	0	0.000215	368.641872	0	7.467603	0	372.456965	10.914743	0	0	0	10.913197	169.993589	0	7.467603	0	174.193199	52.663125	0	1.06680	0	53.208138	2531.035415	0	6.828379	0	2674.542982	1	0	0	0	1	0.794882	0	0.432581	0	0.792055	50.344416	0	7.168093	0	50.382627	-30.858212	-58.536245	-54.599744	-60.615603	-30.950729	-37.069114	-56.968459	-56.616413	-62.040556	-37.089392	-31.123451	-64.94727	-65.178458	-71.199957	-31.216546	2	38	505	2	19094	16507	3	47	0	0	0	
0	16	7	0	0	1	7	1	0	0	0.142857	1	2508	0	5	5	2518	18.542189	50.99229	45.079776	48.199288	18.527701	292	0	0	1	293	2	0	0	0	2	223	0	0	1	224	41.714286	0	0	0.142857	41.857143	5537.632653	0	0	0.122449	5589.55102	0.116427	0	0	0.20000	0.116362	0.000797	0	0	0	0.000794	0.088915	0	0	0.20000	0.088959	0.016632	0	0	0.028571	0.016623	0.00088	0	0	0.004898	0.000882	1120.448567	0	0	8.104351	1124.26525	4.019272	0	0	0	4.014116	947.714256	0	0	8.104351	951.68967	160.064081	0	0	1.157764	160.609321	104019.608045	0	0	8.042511	104922.090788	1	0	0	0	1	0.614763	0	0	0.43859	0.614565	43.136668	0	0	10.643484	43.302889	-37.157368	-58.536245	-61.892769	-57.768375	-37.181023	-39.968432	-56.968459	-59.994872	-60.358551	-39.982033	-37.206946	-64.94727	-65.982271	-68.345657	-37.230339	2	23	0	0	25563	7079	25	84	0	5	18.2	
1	16	7	3	5	0	7	1	0.428571	0.714286	0	1	849	10	13	10	882	18.542189	50.99229	45.079776	48.199288	18.527701	146	3	5	0	154	2	0	0	0	2	59	1	1	0	61	20.857143	0.428571	0.714286	0	22	482.122449	0.244898	0.204082	0	512.857143	0.171967	0.30000	0.384615	0	0.174603	0.002356	0	0	0	0.002268	0.069494	0.10000	0.076923	0	0.069161	0.024567	0.042857	0.054945	0	0.024943	0.000669	0.002449	0.001208	0	0.000659	521.339627	23.930239	31.501047	0	546.244889	4.349524	0	0	0	5.456599	250.740543	8.374552	7.551835	0	259.165491	74.47709	3.418606	4.50015	0	78.034984	7930.646269	15.715667	9.023796	0	8506.490854	1	0	0	0	1	0.827341	0.711497	0.829536	0	0.831744	50.876372	11.745919	22.105353	0	51.361352	-32.18301	-42.961658	-37.010438	-60.615603	-31.749797	-38.662614	-53.08614	-52.68637	-62.040556	-38.261147	-31.915317	-47.459678	-35.477346	-71.199957	-31.570092	2	46	236	2	9281	10563	21	7	0	0	0	
0	16	6	0	3	3	6	0.857143	0	0.428571	0.428571	0.857143	297	0	8	11	316	18.542189	50.99229	45.079776	48.199288	18.527701	53	0	3	3	59	0	0	0	0	0	18	0	1	1	20	7.571429	0	0.428571	0.428571	8.428571	46.816327	0	0.244898	0.244898	59.959184	0.178451	0	0.37500	0.272727	0.186709	0	0	0	0	0	0.060606	0	0.12500	0.090909	0.063291	0.025493	0	0.053571	0.038961	0.026673	0.000531	0	0.003827	0.002024	0.00060	113.801825	0	17.481966	18.96387	127.077483	0	0	0	0	0	38.248557	0	7.467603	8.104351	46.734761	16.257404	0	2.497424	2.709124	18.153926	156.710755	0	8.915806	10.543047	227.088198	0	0	0	0	0	0.797017	0	0.596964	0.605723	0.782348	44.482678	0	16.780801	16.335806	44.591394	-34.250279	-58.536245	-46.465233	-49.876623	-34.226394	-43.249277	-56.968459	-55.741029	-58.958296	-42.91709	-34.303583	-64.94727	-50.989082	-54.393725	-34.262924	3	62	32	1	6699	63019	4	4	0	0	0	
0	16	6	0	1	0	6	0.857143	0	0.142857	0	0.857143	1483	0	5	8	1496	18.542189	50.99229	45.079776	48.199288	18.527701	115	0	1	0	116	0	0	0	0	0	35	0	1	0	35	16.428571	0	0.142857	0	16.571429	201.387755	0	0.122449	0	199.387755	0.077546	0	0.20000	0	0.07754	0	0	0	0	0	0.023601	0	0.20000	0	0.023396	0.011078	0	0.028571	0	0.011077	0.000092	0	0.004898	0	0.000089	241.503305	0	7.467603	0	245.473186	0	0	0	0	0	95.50400	0	7.467603	0	95.490475	34.500472	0	1.06680	0	35.067598	847.006012	0	6.828379	0	853.531207	0	0	0	0	0	0.705814	0	0.432581	0	0.716492	37.745696	0	9.19849	0	38.163195	-39.765431	-58.536245	-54.130475	-60.615603	-39.688288	-42.577925	-56.968459	-56.605947	-62.040556	-42.494615	-40.261972	-64.94727	-64.70849	-71.199957	-40.20236	3	60	0	0	2494	9686	1	3	0	0	0	
0	16	6	0	2	0	6	0.857143	0	0.285714	0	0.857143	1032	0	7	9	1048	18.542189	50.99229	45.079776	48.199288	18.527701	69	0	2	0	71	0	0	0	0	0	34	0	1	0	34	9.857143	0	0.285714	0	10.142857	110.979592	0	0.204082	0	110.693878	0.06686	0	0.285714	0	0.067748	0	0	0	0	0	0.032946	0	0.142857	0	0.032443	0.009551	0	0.040816	0	0.009678	0.000104	0	0.004165	0	0.000101	223.624235	0	10.014364	0	225.955366	0	0	0	0	0	144.49455	0	5.291515	0	144.452896	31.946319	0	1.430623	0	32.279338	2212.614296	0	5.139807	0	2197.318846	0	0	0	0	0	0.726415	0	0.411387	0	0.728931	40.179092	0	10.376157	0	40.38299	-40.31368	-58.536245	-52.439087	-60.615603	-40.186359	-43.733336	-56.968459	-57.48856	-62.040556	-43.597043	-40.373204	-64.94727	-60.001359	-71.199957	-40.258943	3	47	240	1	64752	52845	1	1	0	0	0	
1	16	6	0	2	0	6	0.857143	0	0.285714	0	0.857143	421	0	13	3	437	18.542189	50.99229	45.079776	48.199288	18.527701	100	0	5	0	105	0	0	0	0	0	42	0	4	0	45	14.285714	0	0.714286	0	15	309.918367	0	1.918367	0	350.285714	0.23753	0	0.384615	0	0.240275	0	0	0	0	0	0.099762	0	0.307692	0	0.102975	0.033933	0	0.054945	0	0.034325	0.001749	0	0.011351	0	0.001834	358.727155	0	36.337656	0	378.612927	0	0	0	0	0	174.243428	0	29.870411	0	191.187657	51.246736	0	5.191094	0	54.087561	4357.296115	0	106.490648	0	5051.787302	0	0	0	0	0	0.781771	0	0.502082	0	0.775739	47.026799	0	17.626803	0	46.982911	-35.372393	-58.536245	-49.183135	-60.615603	-35.501709	-41.605131	-56.968459	-54.334693	-62.040556	-41.543539	-35.131215	-64.94727	-56.421277	-71.199957	-35.242044	1	13	0	20	30560	19996	13	127	0	70	46.5000070028011	
1	16	6	1	2	0	6	0.857143	0.142857	0.285714	0	0.857143	452	11	14	5	482	18.542189	50.99229	45.079776	48.199288	18.527701	108	1	2	0	111	0	0	0	0	0	46	1	1	0	46	15.428571	0.142857	0.285714	0	15.857143	351.387755	0.122449	0.204082	0	364.122449	0.238938	0.090909	0.142857	0	0.23029	0	0	0	0	0	0.10177	0.090909	0.071429	0	0.095436	0.034134	0.012987	0.020408	0	0.032899	0.00172	0.001012	0.001041	0	0.001567	384.777046	8.367292	14.860534	0	395.864755	0	0	0	0	0	182.743108	8.367292	7.467603	0	191.187657	54.968149	1.195327	2.122933	0	56.552108	4863.604668	8.572845	11.267515	0	5143.471802	0	0	0	0	0	0.783974	0.429838	0.608712	0	0.785466	49.291736	3.806431	9.895853	0	49.680392	-33.713606	-57.000508	-49.654371	-60.615603	-33.733932	-40.601415	-56.01575	-54.720982	-62.040556	-40.380103	-34.321512	-64.866861	-56.821654	-71.199957	-34.377031	2	23	280	20	20330	19996	51	116	0	105	187.234123847167	
0	16	7	2	2	2	7	1	0.285714	0.285714	0.285714	1	450	2	15	6	473	18.542189	50.99229	45.079776	48.199288	18.527701	105	2	2	2	111	1	0	0	0	1	49	1	1	1	52	15	0.285714	0.285714	0.285714	15.857143	336.285714	0.204082	0.204082	0.204082	386.122449	0.233333	1	0.133333	0.333333	0.234672	0.002222	0	0	0	0.002114	0.108889	0.50000	0.066667	0.166667	0.109937	0.033333	0.142857	0.019048	0.047619	0.033525	0.001661	0.05102	0.000907	0.005669	0.001726	365.361184	15.555687	13.934848	15.339432	387.034383	1.449841	0	0	0	1.448068	157.244069	8.367292	7.467603	8.104351	169.944584	52.194455	2.222241	1.990693	2.191347	55.290626	4287.018963	12.445159	9.978622	12.058982	4940.994373	1	0	0	0	1	0.777807	0.566699	0.572295	0.587954	0.772557	49.008933	20.732019	8.828774	18.525635	48.884946	-33.749336	-45.940625	-51.266093	-51.256422	-33.952659	-40.86961	-54.958092	-55.588449	-58.467897	-40.804517	-31.654989	-53.474608	-58.093576	-58.790448	-31.863418	2	28	285	19	21561	19996	18	123	0	4	6.4	
1	16	7	0	2	0	7	1	0	0.285714	0	1	460	0	5	13	478	18.542189	50.99229	45.079776	48.199288	18.527701	57	0	2	0	59	1	0	0	0	1	13	0	1	0	13	8.142857	0	0.285714	0	8.428571	11.265306	0	0.204082	0	11.387755	0.123913	0	0.40000	0	0.123431	0.002174	0	0	0	0.002092	0.028261	0	0.20000	0	0.027197	0.017702	0	0.057143	0	0.017633	0.000053	0	0.008163	0	0.00005	158.565086	0	10.014364	0	160.902124	2.728686	0	0	0	2.728299	55.247916	0	5.291515	0	55.23199	22.652155	0	1.430623	0	22.986018	284.730038	0	5.139807	0	276.285538	1	0	0	0	1	0.927393	0	0.411387	0	0.92880	51.045368	0	12.335555	0	51.045205	-31.186867	-58.536245	-51.775076	-60.615603	-31.200435	-40.598556	-56.968459	-57.481581	-62.040556	-40.457361	-30.331871	-64.94727	-59.328846	-71.199957	-30.365567	3	70	0	0	1837	52845	4	1	0	0	0	
0	16	6	0	2	0	6	0.857143	0	0.285714	0	0.857143	1142	0	5	9	1156	18.542189	50.99229	45.079776	48.199288	18.527701	130	0	2	0	132	0	0	0	0	0	46	0	1	0	47	18.571429	0	0.285714	0	18.857143	365.102041	0	0.204082	0	378.693878	0.113835	0	0.40000	0	0.114187	0	0	0	0	0	0.04028	0	0.20000	0	0.040657	0.016262	0	0.057143	0	0.016312	0.00028	0	0.008163	0	0.000283	288.295332	0	10.014364	0	290.38740	0	0	0	0	0	157.244069	0	5.291515	0	157.19874	41.185047	0	1.430623	0	41.483914	2642.304848	0	5.139807	0	2647.905093	0	0	0	0	0	0.673207	0	0.411387	0	0.67256	36.232677	0	12.335555	0	36.299661	-39.936228	-58.536245	-51.775076	-60.615603	-39.953209	-42.651456	-56.968459	-57.481581	-62.040556	-42.643169	-39.433714	-64.94727	-59.328846	-71.199957	-39.46397	3	47	290	0	18034	52845	2	1	0	2	21.2	
0	16	6	0	2	0	6	0.857143	0	0.285714	0	0.857143	869	22	7	6	904	18.542189	50.99229	45.079776	48.199288	18.527701	54	0	2	0	56	0	0	0	0	0	17	0	1	0	17	7.714286	0	0.285714	0	8	39.346939	0	0.204082	0	42.857143	0.06214	0	0.285714	0	0.061947	0	0	0	0	0	0.019563	0	0.142857	0	0.018805	0.008877	0	0.040816	0	0.00885	0.000052	0	0.004165	0	0.000052	138.572176	0	10.014364	0	140.908039	0	0	0	0	0	72.247275	0	5.291515	0	72.226448	19.796025	0	1.430623	0	20.12972	495.901763	0	5.139807	0	494.361463	0	0	0	0	0	0.766169	0	0.411387	0	0.765867	38.943271	0	10.376157	0	38.846783	-39.229191	-58.536245	-52.439087	-60.615603	-39.34058	-44.078072	-56.968459	-57.48856	-62.040556	-44.041834	-39.921894	-64.94727	-60.001359	-71.199957	-40.020464	3	25	11667	38	62480	65535	1	1	0	0	0	
1	16	7	0	2	0	7	1	0	0.285714	0	1	975	3	7	10	995	18.542189	50.99229	45.079776	48.199288	18.527701	84	0	2	0	86	2	0	0	0	2	54	0	1	0	54	12	0	0.285714	0	12.285714	302.571429	0	0.204082	0	300.77551	0.086154	0	0.285714	0	0.086432	0.002051	0	0	0	0.00201	0.055385	0	0.142857	0	0.054271	0.012308	0	0.040816	0	0.012347	0.000318	0	0.004165	0	0.000304	288.609918	0	10.014364	0	290.92435	4.019272	0	0	0	4.014116	229.491345	0	5.291515	0	229.425188	41.229988	0	1.430623	0	41.560621	5933.41032	0	5.139807	0	5909.039151	1	0	0	0	1	0.629592	0	0.411387	0	0.63168	40.772397	0	10.376157	0	40.960044	-37.350575	-58.536245	-52.439087	-60.615603	-37.24744	-42.812453	-56.968459	-57.48856	-62.040556	-42.670143	-36.596937	-64.94727	-60.001359	-71.199957	-36.511719	4	51	264	0	63398	52845	1	1	0	0	0	
0	16	7	2	3	1	7	1	0.285714	0.428571	0.142857	1	378	27	7	13	425	18.542189	50.99229	45.079776	48.199288	18.527701	30	2	3	3	38	1	0	0	0	1	13	1	1	3	18	4.285714	0.285714	0.428571	0.428571	5.428571	14.489796	0.204082	0.244898	1.102041	29.387755	0.079365	0.074074	0.428571	0.230769	0.089412	0.002646	0	0	0	0.002353	0.034392	0.037037	0.142857	0.230769	0.042353	0.011338	0.010582	0.061224	0.032967	0.012773	0.000101	0.00028	0.004998	0.006521	0.000163	95.76205	16.741844	17.481966	24.313053	123.463556	2.728686	0	0	0	2.728299	55.247916	8.374552	7.467603	24.313053	76.475063	13.680293	2.391692	2.497424	3.473293	17.637651	320.411737	14.30048	8.915806	72.382598	625.10467	1	0	0	0	1	0.779744	0.608146	0.596964	0.43859	0.750245	43.756166	3.508201	18.113545	13.033327	44.265246	-36.896265	-49.981056	-46.069334	-59.600412	-36.537361	-45.105811	-54.171355	-55.737542	-59.337313	-44.386542	-34.485395	-57.524248	-50.588715	-68.202559	-34.287846	4	77	10	1	11808	30188	11	49	0	1	5.1	
1	16	7	0	1	1	7	1	0	0.142857	0.142857	1	1742	0	7	8	1757	18.542189	50.99229	45.079776	48.199288	18.527701	149	0	1	1	151	3	0	0	0	3	54	0	1	1	54	21.285714	0	0.142857	0.142857	21.571429	331.346939	0	0.122449	0.122449	344.244898	0.085534	0	0.142857	0.12500	0.085942	0.001722	0	0	0	0.001707	0.030999	0	0.142857	0.12500	0.030734	0.012219	0	0.020408	0.017857	0.012277	0.000109	0	0.002499	0.001913	0.000112	503.288363	0	7.551835	8.135147	511.107551	6.028908	0	0	0	6.021175	229.491345	0	7.551835	8.135147	229.425188	71.898338	0	1.078834	1.162164	73.015364	7154.200263	0	6.983291	8.10375	7396.444058	1	0	0	0	1	0.844974	0	0.437457	0.440256	0.845339	47.730783	0	7.824663	8.463905	47.87666	-34.655725	-58.536245	-54.149883	-58.145387	-34.669498	-38.903299	-56.968459	-56.34420	-60.282674	-38.888032	-34.787575	-64.94727	-64.72792	-68.722868	-34.801882	3	39	4	17	620	57030	8	27	0	0	0	
1	16	7	0	3	2	7	1	0	0.428571	0.285714	1	493	0	9	14	516	18.542189	50.99229	45.079776	48.199288	18.527701	46	0	3	2	51	2	0	0	0	2	19	0	1	1	19	6.571429	0	0.428571	0.285714	7.285714	29.959184	0	0.244898	0.204082	29.346939	0.093306	0	0.333333	0.142857	0.098837	0.004057	0	0	0	0.003876	0.03854	0	0.111111	0.071429	0.036822	0.013329	0	0.047619	0.020408	0.01412	0.000123	0	0.003023	0.001041	0.00011	152.25657	0	17.566199	14.206093	164.757746	3.063232	0	0	0	4.062681	80.746955	0	7.551835	8.135147	80.723677	21.750939	0	2.509457	2.029442	23.536821	666.494317	0	9.036289	10.600937	681.243761	1	0	0	0	1	0.821772	0	0.600506	0.549402	0.846184	49.244004	0	15.706047	10.441071	50.153945	-33.428761	-58.536245	-46.973206	-53.987304	-32.66117	-42.264765	-56.968459	-55.475789	-59.270152	-41.607336	-32.853339	-64.94727	-51.025192	-61.529288	-32.247518	4	77	882	1	36992	52542	1	1	0	0	0	
0	16	7	0	2	2	7	1	0	0.285714	0.285714	1	910	0	5	19	934	18.542189	50.99229	45.079776	48.199288	18.527701	68	0	2	8	78	1	0	0	0	1	22	0	1	4	27	9.714286	0	0.285714	1.142857	11.142857	55.061224	0	0.204082	3.265306	89.55102	0.074725	0	0.40000	0.421053	0.083512	0.001099	0	0	0	0.001071	0.024176	0	0.20000	0.210526	0.028908	0.010675	0	0.057143	0.06015	0.01193	0.000066	0	0.008163	0.009045	0.000103	223.632594	0	14.944766	63.71757	257.451679	2.009636	0	0	0	2.007058	89.317791	0	7.551835	32.540589	109.557394	31.947513	0	2.134967	9.10251	36.778811	924.262886	0	11.39701	207.272037	1384.834056	1	0	0	0	1	0.889628	0	0.612187	0.609716	0.861229	47.452462	0	18.408758	24.98134	47.900523	-36.365463	-58.536245	-46.911448	-50.399382	-36.078097	-41.459542	-56.968459	-54.420905	-55.27064	-41.074817	-35.485557	-64.94727	-54.445582	-57.657421	-35.215873	5	100	2	0	213	30208	45	65	0	0	0	
0	16	1	0	0	0	1	0.142857	0	0	0	0.142857	3399	0	2	6	3407	18.542189	50.99229	45.079776	48.199288	18.527701	3	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0.428571	0	0	0	0.428571	1.102041	0	0	0	1.102041	0.000883	0	0	0	0.000881	0	0	0	0	0	0.000883	0	0	0	0.000881	0.000126	0	0	0	0.000126	0	0	0	0	0	8.186057	0	0	0	8.184898	0	0	0	0	0	8.186057	0	0	0	8.184898	1.169437	0	0	0	1.169271	8.205494	0	0	0	8.20317	0	0	0	0	0	0.357147	0	0	0	0.357278	2.457027	0	0	0	2.492753	-67.002698	-58.536245	-61.892769	-60.615603	-66.995034	-64.160198	-56.968459	-59.994872	-62.040556	-64.152357	-71.724672	-64.94727	-65.982271	-71.199957	-71.708149	3	28	0	3	4800	23697	12	250	0	0	0	
0	16	7	0	3	3	7	1	0	0.428571	0.428571	1	1272	0	9	14	1295	18.542189	50.99229	45.079776	48.199288	18.527701	67	0	3	3	73	3	0	0	0	3	19	0	1	1	21	9.571429	0	0.428571	0.428571	10.428571	21.387755	0	0.244898	0.244898	28.816327	0.052673	0	0.333333	0.214286	0.056371	0.002358	0	0	0	0.002317	0.014937	0	0.111111	0.071429	0.016216	0.007525	0	0.047619	0.030612	0.008053	0.000013	0	0.003023	0.001249	0.000017	182.187268	0	17.481966	18.96387	195.478298	11.231849	0	0	0	12.042349	80.746955	0	7.467603	8.104351	89.220907	26.026753	0	2.497424	2.709124	27.925471	533.991686	0	8.915806	10.543047	657.142864	1	0	0	0	1	0.852064	0	0.596964	0.605723	0.838092	44.26951	0	15.630735	13.93790	44.758837	-35.730318	-58.536245	-46.813897	-50.591808	-35.390374	-41.207236	-56.968459	-55.744514	-58.96873	-40.854287	-35.819024	-64.94727	-51.342204	-55.116809	-35.498204	2	72	5	0	185	16500	1	3	0	0	0	
0	16	7	0	3	0	7	1	0	0.428571	0	1	770	0	9	8	787	18.542189	50.99229	45.079776	48.199288	18.527701	101	0	3	0	104	1	0	0	0	1	53	0	1	0	53	14.428571	0	0.428571	0	14.857143	277.959184	0	0.244898	0	275.836735	0.131169	0	0.333333	0	0.132147	0.001299	0	0	0	0.001271	0.068831	0	0.111111	0	0.067344	0.018738	0	0.047619	0	0.018878	0.000469	0	0.003023	0	0.000445	359.127002	0	17.566199	0	365.469357	2.728686	0	0	0	2.728299	225.241505	0	7.551835	0	225.176574	51.303857	0	2.509457	0	52.209908	5628.322459	0	9.036289	0	5628.525531	1	0	0	0	1	0.755726	0	0.600506	0	0.762238	48.230399	0	15.706047	0	48.444886	-34.238047	-58.536245	-46.973206	-60.615603	-34.083516	-40.425586	-56.968459	-55.475789	-62.040556	-40.226265	-33.145057	-64.94727	-51.025192	-71.199957	-33.012386	4	48	5	5	36607	52542	1	1	0	0	0	
1	16	7	0	2	1	7	1	0	0.285714	0.142857	1	458	0	4	18	480	18.542189	50.99229	45.079776	48.199288	18.527701	23	0	2	2	27	1	0	0	0	1	7	0	1	2	7	3.285714	0	0.285714	0.285714	3.857143	3.918367	0	0.204082	0.489796	5.265306	0.050218	0	0.50000	0.111111	0.05625	0.002183	0	0	0	0.002083	0.015284	0	0.25000	0.111111	0.014583	0.007174	0	0.071429	0.015873	0.008036	0.000019	0	0.012755	0.001512	0.000023	59.136478	0	10.014364	16.208702	70.053203	2.009636	0	0	0	2.007058	19.10080	0	5.291515	16.208702	25.491688	8.448068	0	1.430623	2.315529	10.00760	40.521935	0	5.139807	32.170043	67.247544	1	0	0	0	1	0.857476	0	0.411387	0.43859	0.851678	39.24778	0	13.621693	8.474674	40.492356	-39.271452	-58.536245	-51.333272	-58.677041	-38.603417	-46.179467	-56.968459	-57.478089	-59.747537	-45.525205	-36.775187	-64.94727	-58.882774	-68.933427	-36.254349	4	106	0	2	5426	52542	1	1	0	0	0	
0	16	3	0	3	3	3	0.428571	0	0.428571	0.428571	0.428571	22	0	8	8	38	18.542189	50.99229	45.079776	48.199288	18.527701	9	0	3	3	15	0	0	0	0	0	3	0	1	1	5	1.285714	0	0.428571	0.428571	2.142857	2.204082	0	0.244898	0.244898	6.122449	0.409091	0	0.37500	0.37500	0.394737	0	0	0	0	0	0.136364	0	0.12500	0.12500	0.131579	0.058442	0	0.053571	0.053571	0.056391	0.004554	0	0.003827	0.003827	0.00424	29.435386	0	21.412012	23.164473	49.041454	0	0	0	0	0	12.179699	0	7.551835	8.135147	20.288406	4.205055	0	3.058859	3.30921	7.005922	24.833909	0	12.573512	14.660165	68.92689	0	0	0	0	0	0.744209	0	0.717753	0.724625	0.744301	28.997756	0	20.55322	24.100597	30.710461	-42.532958	-58.536245	-42.548275	-44.759224	-43.862809	-51.288781	-56.968459	-53.379047	-55.989208	-49.888085	-47.411927	-64.94727	-47.043725	-49.25012	-47.516402	3	37	151	0	576	65535	16	2	0	0	0	
0	16	7	0	2	0	7	1	0	0.285714	0	1	728	0	9	4	741	18.542189	50.99229	45.079776	48.199288	18.527701	81	0	3	0	84	1	0	0	0	1	21	0	2	0	23	11.571429	0	0.428571	0	12	51.102041	0	0.530612	0	58.857143	0.111264	0	0.333333	0	0.11336	0.001374	0	0	0	0.00135	0.028846	0	0.222222	0	0.031039	0.015895	0	0.047619	0	0.016194	0.000096	0	0.006551	0	0.000107	246.105703	0	21.402451	0	257.478536	2.009636	0	0	0	2.007058	89.246634	0	14.935206	0	97.718136	35.157958	0	3.057493	0	36.782648	859.530396	0	28.49254	0	1016.341834	1	0	0	0	1	0.913075	0	0.545863	0	0.904121	50.419973	0	16.418881	0	50.590022	-33.397074	-58.536245	-49.325689	-60.615603	-33.368984	-39.815061	-56.968459	-54.965226	-62.040556	-39.70864	-32.534694	-64.94727	-56.379079	-71.199957	-32.512711	1	15	0	0	598	6	39	68	0	3	12.4	
0	16	7	0	3	0	7	1	0	0.428571	0	1	477	0	25	5	507	18.542189	50.99229	45.079776	48.199288	18.527701	108	0	4	0	112	1	0	0	0	1	48	0	2	0	48	15.428571	0	0.571429	0	16	353.959184	0	0.530612	0	361.428571	0.226415	0	0.16000	0	0.220907	0.002096	0	0	0	0.001972	0.100629	0	0.08000	0	0.094675	0.032345	0	0.022857	0	0.031558	0.001556	0	0.000849	0	0.001406	379.337333	0	24.949569	0	390.154724	1.449841	0	0	0	2.728299	174.243428	0	14.935206	0	182.690428	54.191048	0	3.564224	0	55.736389	4752.969654	0	26.348563	0	5013.559641	1	0	0	0	1	0.777838	0	0.567325	0	0.778709	48.723275	0	9.948318	0	49.58147	-34.047752	-58.536245	-49.058472	-60.615603	-32.827761	-40.864418	-56.968459	-55.197694	-62.040556	-40.376402	-31.976817	-64.94727	-53.710524	-71.199957	-31.394638	2	24	272	20	16597	19260	32	102	0	18	30.99	
